"geography_code","description","geography_groupings"
"28KWFN23",,Enumeration district
"28KWFN24",,Enumeration district
"28KWFN25",,Enumeration district
"28KWFN26",,Enumeration district
"28KWFN27",,Enumeration district
"28KWFP01",,Enumeration district
"28KWFP02",,Enumeration district
"28KWFP03",,Enumeration district
"28KWFP04",,Enumeration district
"28KWFP05",,Enumeration district
"28KWFP06",,Enumeration district
"28KWFP07",,Enumeration district
"28KWFP08",,Enumeration district
"28KWFP09",,Enumeration district
"28KWFP10",,Enumeration district
"28KWFP11",,Enumeration district
"28KWFP12",,Enumeration district
"28KWFP13",,Enumeration district
"28KWFP14",,Enumeration district
"28KWFP15",,Enumeration district
"28KWFP16",,Enumeration district
"28KWFP17",,Enumeration district
"28KWFP18",,Enumeration district
"28KWFP19",,Enumeration district
"28KWFP20",,Enumeration district
"28KWFP21",,Enumeration district
"28KWFP22",,Enumeration district
"28KWFP23",,Enumeration district
"28KWFP24",,Enumeration district
"28KWFP25",,Enumeration district
"28KWFP26",,Enumeration district
"28KWFP27",,Enumeration district
"28KWFP28",,Enumeration district
"28KWFP29",,Enumeration district
"28KWFP30",,Enumeration district
"28KWFQ01",,Enumeration district
"28KWFQ02",,Enumeration district
"28KWFQ03",,Enumeration district
"28KWFQ04",,Enumeration district
"28KWFQ05",,Enumeration district
"28KWFQ06",,Enumeration district
"28KWFQ07",,Enumeration district
"28KWFQ08",,Enumeration district
"28KWFQ09",,Enumeration district
"28KWFQ10",,Enumeration district
"28KWFQ11",,Enumeration district
"28KWFQ12",,Enumeration district
"28KWFQ13",,Enumeration district
"28KWFQ14",,Enumeration district
"28KWFQ15",,Enumeration district
"28KWFQ16",,Enumeration district
"28KWFQ17",,Enumeration district
"28KWFQ18",,Enumeration district
"28KWFQ19",,Enumeration district
"28KWFQ20",,Enumeration district
"28KWFQ21",,Enumeration district
"28KWFR01",,Enumeration district
"28KWFR02",,Enumeration district
"28KWFR03",,Enumeration district
"28KWFR04",,Enumeration district
"28KWFR05",,Enumeration district
"28KWFR06",,Enumeration district
"28KWFR07",,Enumeration district
"28KWFR08",,Enumeration district
"28KWFR09",,Enumeration district
"28KWFR10",,Enumeration district
"28KWFR11",,Enumeration district
"28KWFR12",,Enumeration district
"28KWFR13",,Enumeration district
"28KWFR14",,Enumeration district
"28KWFR15",,Enumeration district
"28KWFR16",,Enumeration district
"28KWFR17",,Enumeration district
"28KWFR18",,Enumeration district
"28KWFR19",,Enumeration district
"28KWFR20",,Enumeration district
"28KWFR21",,Enumeration district
"28KWFR22",,Enumeration district
"28KWFR23",,Enumeration district
"28KWFR24",,Enumeration district
"28KWFR25",,Enumeration district
"28KWFR26",,Enumeration district
"28KWFR27",,Enumeration district
"28KWFR28",,Enumeration district
"28KWFS01",,Enumeration district
"28KWFS02",,Enumeration district
"28KWFS03",,Enumeration district
"28KWFS04",,Enumeration district
"28KWFS05",,Enumeration district
"28KWFS06",,Enumeration district
"28KWFS07",,Enumeration district
"28KWFS08",,Enumeration district
"28KWFS09",,Enumeration district
"28KWFS10",,Enumeration district
"28KWFS11",,Enumeration district
"28KWFS12",,Enumeration district
"28KWFS13",,Enumeration district
"28KWFS14",,Enumeration district
"28KWFS15",,Enumeration district
"28KWFS16",,Enumeration district
"28KWFS17",,Enumeration district
"28KWFS18",,Enumeration district
"28KWFS19",,Enumeration district
"28KWFS20",,Enumeration district
"28KWFS21",,Enumeration district
"28KWFS22",,Enumeration district
"28KWFS23",,Enumeration district
"28KWFS24",,Enumeration district
"28KWFS25",,Enumeration district
"28KWFS26",,Enumeration district
"28KWFS27",,Enumeration district
"28KWFS28",,Enumeration district
"28KWFS29",,Enumeration district
"28KWFT01",,Enumeration district
"28KWFT02",,Enumeration district
"28KWFT03",,Enumeration district
"28KWFT04",,Enumeration district
"28KWFT05",,Enumeration district
"28KWFT06",,Enumeration district
"28KWFT07",,Enumeration district
"28KWFT08",,Enumeration district
"28KWFT09",,Enumeration district
"28KWFT10",,Enumeration district
"28KWFT11",,Enumeration district
"28KWFT12",,Enumeration district
"28KWFT13",,Enumeration district
"28KWFT14",,Enumeration district
"28KWFT15",,Enumeration district
"28KWFT16",,Enumeration district
"28KWFT17",,Enumeration district
"28KWFT18",,Enumeration district
"28KWFT19",,Enumeration district
"28KWFT20",,Enumeration district
"28KWFT21",,Enumeration district
"28KWFT22",,Enumeration district
"28KWFT23",,Enumeration district
"28KWFT24",,Enumeration district
"28KWFT25",,Enumeration district
"28KWFT26",,Enumeration district
"28KWFT27",,Enumeration district
"28KWFT28",,Enumeration district
"28KWFT29",,Enumeration district
"28KWFU01",,Enumeration district
"28KWFU02",,Enumeration district
"28KWFU03",,Enumeration district
"28KWFU04",,Enumeration district
"28KWFU05",,Enumeration district
"28KWFU06",,Enumeration district
"28KWFU07",,Enumeration district
"28KWFU08",,Enumeration district
"28KWFU09",,Enumeration district
"28KWFU10",,Enumeration district
"28KWFU11",,Enumeration district
"28KWFU12",,Enumeration district
"28KWFU13",,Enumeration district
"28KWFU14",,Enumeration district
"28KWFU15",,Enumeration district
"28KWFU16",,Enumeration district
"28KWFU17",,Enumeration district
"28KWFU18",,Enumeration district
"28KWFU19",,Enumeration district
"28KWFU20",,Enumeration district
"28KWFU21",,Enumeration district
"28KWFU22",,Enumeration district
"28KWFU23",,Enumeration district
"28KWFU24",,Enumeration district
"28KWFU25",,Enumeration district
"28KWFU26",,Enumeration district
"28KWFU27",,Enumeration district
"28KWFU28",,Enumeration district
"28KWFU29",,Enumeration district
"28KWFU30",,Enumeration district
"28KWFU31",,Enumeration district
"28KWFW01",,Enumeration district
"28KWFW02",,Enumeration district
"28KWFW03",,Enumeration district
"28KWFW04",,Enumeration district
"28KWFW05",,Enumeration district
"28KWFW06",,Enumeration district
"28KWFW07",,Enumeration district
"28KWFW08",,Enumeration district
"28KWFW09",,Enumeration district
"28KWFW10",,Enumeration district
"28KWFW11",,Enumeration district
"28KWFW12",,Enumeration district
"28KWFW13",,Enumeration district
"28KWFW14",,Enumeration district
"28KWFW15",,Enumeration district
"28KWFW16",,Enumeration district
"28KWFW17",,Enumeration district
"28KWFW18",,Enumeration district
"28KWFW19",,Enumeration district
"28KWFW20",,Enumeration district
"28KWFW21",,Enumeration district
"28KWFW22",,Enumeration district
"28KWFW23",,Enumeration district
"28KWFW24",,Enumeration district
"28KWFW25",,Enumeration district
"28KWFW26",,Enumeration district
"28KWFW27",,Enumeration district
"28KWFW28",,Enumeration district
"28KWFW29",,Enumeration district
"28KWSS01",,Enumeration district
"28KXFA01",,Enumeration district
"28KXFA02",,Enumeration district
"28KXFA03",,Enumeration district
"28KXFA04",,Enumeration district
"28KXFA05",,Enumeration district
"28KXFA06",,Enumeration district
"28KXFB01",,Enumeration district
"28KXFB02",,Enumeration district
"28KXFB03",,Enumeration district
"28KXFB04",,Enumeration district
"28KXFB05",,Enumeration district
"28KXFB06",,Enumeration district
"28KXFB07",,Enumeration district
"28KXFB08",,Enumeration district
"28KXFB09",,Enumeration district
"28KXFC01",,Enumeration district
"28KXFC02",,Enumeration district
"28KXFC03",,Enumeration district
"28KXFC04",,Enumeration district
"28KXFC05",,Enumeration district
"28KXFC06",,Enumeration district
"28KXFD01",,Enumeration district
"28KXFD02",,Enumeration district
"28KXFD03",,Enumeration district
"28KXFD04",,Enumeration district
"28KXFD05",,Enumeration district
"28KXFD06",,Enumeration district
"28KXFD07",,Enumeration district
"28KXFD08",,Enumeration district
"28KXFD09",,Enumeration district
"28KXFE01",,Enumeration district
"28KXFE02",,Enumeration district
"28KXFE03",,Enumeration district
"28KXFE04",,Enumeration district
"28KXFE05",,Enumeration district
"28KXFE06",,Enumeration district
"28KXFE07",,Enumeration district
"28KXFE08",,Enumeration district
"28KXFF01",,Enumeration district
"28KXFF02",,Enumeration district
"28KXFF03",,Enumeration district
"28KXFF05",,Enumeration district
"28KXFF06",,Enumeration district
"28KXFF07",,Enumeration district
"28KXFF08",,Enumeration district
"28KXFF09",,Enumeration district
"28KXFF10",,Enumeration district
"28KXFG01",,Enumeration district
"28KXFG02",,Enumeration district
"28KXFG03",,Enumeration district
"28KXFG04",,Enumeration district
"28KXFG05",,Enumeration district
"28KXFG06",,Enumeration district
"28KXFG07",,Enumeration district
"28KXFG08",,Enumeration district
"28KXFG09",,Enumeration district
"28KXFH01",,Enumeration district
"28KXFH02",,Enumeration district
"28KXFH03",,Enumeration district
"28KXFH04",,Enumeration district
"28KXFH05",,Enumeration district
"28KXFH06",,Enumeration district
"28KXFJ01",,Enumeration district
"28KXFJ02",,Enumeration district
"28KXFJ03",,Enumeration district
"28KXFJ04",,Enumeration district
"28KXFJ05",,Enumeration district
"28KXFJ06",,Enumeration district
"28KXFK01",,Enumeration district
"28KXFK02",,Enumeration district
"28KXFK03",,Enumeration district
"28KXFK04",,Enumeration district
"28KXFK05",,Enumeration district
"28KXFK06",,Enumeration district
"28KXFK07",,Enumeration district
"28KXFK08",,Enumeration district
"28KXFK09",,Enumeration district
"28KXFL01",,Enumeration district
"28KXFL02",,Enumeration district
"28KXFL03",,Enumeration district
"28KXFL04",,Enumeration district
"28KXFL05",,Enumeration district
"28KXFL06",,Enumeration district
"28KXFM01",,Enumeration district
"28KXFM02",,Enumeration district
"28KXFM03",,Enumeration district
"28KXFM04",,Enumeration district
"28KXFM05",,Enumeration district
"28KXFM06",,Enumeration district
"28KXFM07",,Enumeration district
"28KXFM08",,Enumeration district
"28KXFN01",,Enumeration district
"28KXFN02",,Enumeration district
"28KXFN03",,Enumeration district
"28KXFN04",,Enumeration district
"28KXFN05",,Enumeration district
"28KXFN06",,Enumeration district
"28KXFN07",,Enumeration district
"28KXFN08",,Enumeration district
"28KXFN09",,Enumeration district
"28KXFP01",,Enumeration district
"28KXFP02",,Enumeration district
"28KXFP03",,Enumeration district
"28KXFP04",,Enumeration district
"28KXFP05",,Enumeration district
"28KXFQ01",,Enumeration district
"28KXFQ02",,Enumeration district
"28KXFQ03",,Enumeration district
"28KXFQ04",,Enumeration district
"28KXFQ05",,Enumeration district
"28KXFQ06",,Enumeration district
"28KXFR01",,Enumeration district
"28KXFR02",,Enumeration district
"28KXFR03",,Enumeration district
"28KXFR04",,Enumeration district
"28KXFR05",,Enumeration district
"28KXFR06",,Enumeration district
"28KXFR07",,Enumeration district
"28KXFR08",,Enumeration district
"28KXFR09",,Enumeration district
"28KXSS01",,Enumeration district
"29KYFA01",,Enumeration district
"29KYFA02",,Enumeration district
"29KYFA03",,Enumeration district
"29KYFA04",,Enumeration district
"29KYFA05",,Enumeration district
"29KYFA06",,Enumeration district
"29KYFA07",,Enumeration district
"29KYFA08",,Enumeration district
"29KYFA09",,Enumeration district
"29KYFB01",,Enumeration district
"29KYFB02",,Enumeration district
"29KYFB03",,Enumeration district
"29KYFB04",,Enumeration district
"29KYFB05",,Enumeration district
"29KYFC01",,Enumeration district
"29KYFC02",,Enumeration district
"29KYFC03",,Enumeration district
"29KYFC04",,Enumeration district
"29KYFC05",,Enumeration district
"29KYFC06",,Enumeration district
"29KYFC07",,Enumeration district
"29KYFD01",,Enumeration district
"29KYFD02",,Enumeration district
"29KYFD03",,Enumeration district
"29KYFD04",,Enumeration district
"29KYFD05",,Enumeration district
"29KYFD06",,Enumeration district
"29KYFD07",,Enumeration district
"29KYFD08",,Enumeration district
"29KYFD09",,Enumeration district
"29KYFE01",,Enumeration district
"29KYFE02",,Enumeration district
"29KYFE03",,Enumeration district
"29KYFE04",,Enumeration district
"29KYFE05",,Enumeration district
"29KYFE06",,Enumeration district
"29KYFE07",,Enumeration district
"29KYFF01",,Enumeration district
"29KYFF02",,Enumeration district
"29KYFF03",,Enumeration district
"29KYFF04",,Enumeration district
"29KYFF05",,Enumeration district
"29KYFF06",,Enumeration district
"29KYFF07",,Enumeration district
"29KYFF08",,Enumeration district
"29KYFF09",,Enumeration district
"29KYFF10",,Enumeration district
"29KYFG01",,Enumeration district
"29KYFG02",,Enumeration district
"29KYFG03",,Enumeration district
"29KYFG04",,Enumeration district
"29KYFG05",,Enumeration district
"29KYFH01",,Enumeration district
"29KYFH02",,Enumeration district
"29KYFH03",,Enumeration district
"29KYFH04",,Enumeration district
"29KYFH05",,Enumeration district
"29KYFH06",,Enumeration district
"29KYFH07",,Enumeration district
"29KYFJ01",,Enumeration district
"29KYFJ02",,Enumeration district
"29KYFJ03",,Enumeration district
"29KYFJ04",,Enumeration district
"29KYFJ05",,Enumeration district
"29KYFJ06",,Enumeration district
"29KYFJ07",,Enumeration district
"29KYFJ08",,Enumeration district
"29KYFK01",,Enumeration district
"29KYFK02",,Enumeration district
"29KYFK03",,Enumeration district
"29KYFK04",,Enumeration district
"29KYFK05",,Enumeration district
"29KYFK06",,Enumeration district
"29KYFK07",,Enumeration district
"29KYFK08",,Enumeration district
"29KYFK09",,Enumeration district
"29KYFK10",,Enumeration district
"29KYFL01",,Enumeration district
"29KYFL02",,Enumeration district
"29KYFL03",,Enumeration district
"29KYFL04",,Enumeration district
"29KYFL05",,Enumeration district
"29KYFL06",,Enumeration district
"29KYFL07",,Enumeration district
"29KYFL08",,Enumeration district
"29KYFL09",,Enumeration district
"29KYFL10",,Enumeration district
"29KYFL11",,Enumeration district
"29KYFL12",,Enumeration district
"29KYFL13",,Enumeration district
"29KYFL14",,Enumeration district
"29KYFM01",,Enumeration district
"29KYFM02",,Enumeration district
"29KYFM03",,Enumeration district
"29KYFM04",,Enumeration district
"29KYFM05",,Enumeration district
"29KYFM06",,Enumeration district
"29KYFN01",,Enumeration district
"29KYFN02",,Enumeration district
"29KYFN03",,Enumeration district
"29KYFN04",,Enumeration district
"29KYFN05",,Enumeration district
"29KYFN06",,Enumeration district
"29KYFN07",,Enumeration district
"29KYFN08",,Enumeration district
"29KYFN09",,Enumeration district
"29KYFN10",,Enumeration district
"29KYFN11",,Enumeration district
"29KYFN12",,Enumeration district
"29KYFN13",,Enumeration district
"29KYFN14",,Enumeration district
"29KYFP01",,Enumeration district
"29KYFP02",,Enumeration district
"29KYFP03",,Enumeration district
"29KYFP04",,Enumeration district
"29KYFP05",,Enumeration district
"29KYFP06",,Enumeration district
"29KYFP07",,Enumeration district
"29KYFP08",,Enumeration district
"29KYFP09",,Enumeration district
"29KYFP10",,Enumeration district
"29KYFP11",,Enumeration district
"29KYFP12",,Enumeration district
"29KYFP13",,Enumeration district
"29KYFP14",,Enumeration district
"29KYFQ01",,Enumeration district
"29KYFQ02",,Enumeration district
"29KYFQ03",,Enumeration district
"29KYFQ04",,Enumeration district
"29KYFQ05",,Enumeration district
"29KYFQ06",,Enumeration district
